odoo_code,odoo_name,partida,sign,income_type
2.01.04.03.001,Anticipos de clientes no reportados,Anticipos de clientes no reportados,-1,
2.01.05,Provisiones,Provisiones,-1,
2.01.05.01,Provisión para empleados,Provisión para empleados,-1,
2.02,Pasivo No Corriente,Pasivo No Corriente,-1,
2.02.01,Otras cuentas por pagar L.P.,Otras cuentas por pagar L.P.,-1,
2.02.01.01,Intereses por pagar L.P.,Intereses por pagar L.P.,-1,
2.02.02,Prestamos por pagar L.P.,Prestamos por pagar L.P.,-1,
2.02.02.01,Prestamos por pagar empresas relacionadas L.P.,Prestamos por pagar empresas relacionadas L.P.,-1,
2.02.02.01.002,Prestamos por pagar DIUX L.P.,Prestamos por pagar DIUX L.P.,-1,
2.02.02.01.003,Prestamos por pagar PLUSUX L.P.,Prestamos por pagar PLUSUX L.P.,-1,
2.02.02.01.004,Prestamos por pagar UX BARINAS L.P.,Prestamos por pagar UX BARINAS L.P.,-1,
2.02.02.01.005,Prestamos por pagar UBX L.P.,Prestamos por pagar UBX L.P.,-1,
2.02.02.02,Prestamos por pagar empresas externas del grupo L.P.,Prestamos por pagar empresas externas del grupo L.P.,-1,
2.02.02.02.001,Prestamos por pagar UX CARACAS L.P.,Prestamos por pagar UX CARACAS L.P.,-1,
2.02.02.02.002,Prestamos por pagar Ux PUERTO ORDAZ L.P.,Prestamos por pagar Ux PUERTO ORDAZ L.P.,-1,
2.02.02.02.003,Prestamos por pagar UX VALENCIA L.P.,Prestamos por pagar UX VALENCIA L.P.,-1,
2.02.02.02.004,Prestamos por pagar UX LARA L.P.,Prestamos por pagar UX LARA L.P.,-1,
2.02.02.02.005,Prestamos por pagar DRYFIELD L.P.,Prestamos por pagar DRYFIELD L.P.,-1,
2.02.02.03,Prestamos por pagar socios L.P.,Prestamos por pagar socios L.P.,-1,
2.02.02.03.001,Prestamos por pagar Camilo Gonzalez L.P.,Prestamos por pagar Camilo Gonzalez L.P.,-1,
2.02.02.03.002,Prestamos por pagar Jenny Castro L.P.,Prestamos por pagar Jenny Castro L.P.,-1,
2.02.02.03.003,Prestamos por pagar Alfonso Marquez L.P.,Prestamos por pagar Alfonso Marquez L.P.,-1,
2.02.02.04,Prestamos por pagar empleados L.P.,Prestamos por pagar empleados L.P.,-1,
2.02.02.04.001,Prestamos por pagar empleados L.P.,Prestamos por pagar empleados L.P.,-1,
2.02.02.05,Prestamos bancarios por pagar L.P.,Prestamos bancarios por pagar L.P.,-1,
2.02.02.05.001,Prestamo Banco Mercantil por pagar L.P,Prestamo Banco Mercantil por pagar L.P,-1,
2.02.02.05.002,Prestamo Banco Banesco por pagar L.P.,Prestamo Banco Banesco por pagar L.P.,-1,
2.02.02.05.003,Prestamo Banco de Venezuela por pagar L.P.,Prestamo Banco de Venezuela por pagar L.P.,-1,
2.02.02.05.004,Prestamo Banco Venezolano de Credito por pagar L.P.,Prestamo Banco Venezolano de Credito por pagar L.P.,-1,
2.02.02.05.005,Prestamo Banco del Tesoro por pagar L.P.,Prestamo Banco del Tesoro por pagar L.P.,-1,
2.02.02.05.006,Prestamo Bancamiga por pagar L.P.,Prestamo Bancamiga por pagar L.P.,-1,
2.02.02.05.007,Prestamo Bank Of America por pagar L.P.,Prestamo Bank Of America por pagar L.P.,-1,
2.02.02.05.008,Prestamo Banesco Panamá UX por pagar L.P.,Prestamo Banesco Panamá UX por pagar L.P.,-1,
2.02.02.05.009,"Prestamo Chase Bank, UX GROUP LLC por pagar L.P.","Prestamo Chase Bank, UX GROUP LLC por pagar L.P.",-1,
2.02.02.06,Otros prestamos por pagar L.P.,Otros prestamos por pagar L.P.,-1,
2.02.02.06.001,Prestamos por pagar terceros L.P.,Prestamos por pagar terceros L.P.,-1,
2.02.03,Provisiones L.P.,Provisiones L.P.,-1,
2.02.03.01,Provisión para empleados L.P.,Provisión para empleados L.P.,-1,
2.02.03.01.002,Prestaciones Sociales L.P.,Prestaciones Sociales L.P.,-1,
2.02.03.01.003,Intereses sobres Prestaciones sociales L.P.,Intereses sobres Prestaciones sociales L.P.,-1,
3.01,Capital,Capital,-1,
3.01.01,Capital social,Capital social,-1,
3.01.01.01,Capital social suscrito,Capital social suscrito,-1,
3.02,Reservas,Reservas,-1,
3.02.01,Reservas legales y estatutarias,Reservas legales y estatutarias,-1,
3.02.01.01,Reserva legal,Reserva legal,-1,
3.02.01.01.001,Reserva legal,Reserva legal,-1,
3.03,Superavit,Superavit,-1,
3.03.01,Superavit por revaluacion,Superavit por revaluacion,-1,
3.03.01.01,Superavit por revaluacion de activos,Superavit por revaluacion de activos,-1,
3.03.01.01.001,Superavit por revaluacion de terrenos,Superavit por revaluacion de terrenos,-1,
3.03.01.01.002,Superavit por revaluacion de vehiculos,Superavit por revaluacion de vehiculos,-1,
3.03.01.01.003,Superavit por revaluacion de edificios,Superavit por revaluacion de edificios,-1,
3.04,Resultados,Resultados,-1,
3.04.01,Resultados acumulados,Resultados acumulados,-1,
3.04.01.01,Resultados acumulados,Resultados acumulados,-1,
3.04.01.01.001,Utilidad o perdida acumulada,Utilidad o perdida acumulada,-1,
3.04.02,Resultados del ejercicio,Resultados del ejercicio,-1,
3.04.02.01,Resultados del ejercicio,Resultados del ejercicio,-1,
3.04.02.01.001,Utilidad o perdida del ejercicio,Utilidad o perdida del ejercicio,-1,
4.01,Ingresos operativos,Ingresos operativos,1,
4.01.01,Ingresos por venta de mercancias,Ingresos por venta de mercancias,1,
4.01.01.01,Ingresos por venta de mercancias,Ingresos por venta de mercancias,1,mercancia
4.01.01.02,Devoluciones sobre ventas,Devoluciones sobre ventas,1,mercancia
4.01.01.02.001,Devoluciones sobre ventas,Devoluciones sobre ventas,-1,mercancia
4.01.01.03,Descuentos sobre ventas,Descuentos sobre ventas,1,mercancia
4.01.01.03.001,Descuentos sobre ventas,Descuentos sobre ventas,-1,mercancia
4.01.01.03.002,Descuentos sobre ventas plan de fidelización,Descuentos sobre ventas plan de fidelización,-1,mercancia
4.01.02,Ingresos por servicios,Ingresos por servicios,1,
4.01.02.01,Ingresos por servicios,Ingresos por servicios,1,servicios
4.01.02.01.002,Ingresos por servicios zona FIT,Ingresos por servicios zona FIT,1,servicios
4.01.02.01.003,Ingresos por servicios de fletes,Ingresos por servicios de fletes,1,servicios
4.01.02.01.004,Ingresos por otros servicios,Ingresos por otros servicios,1,servicios
4.01.03,Ingresos por eventos,Ingresos por eventos,1,
4.01.03.01,Ingresos por eventos,Ingresos por eventos,1,eventos
4.01.04,Ingresos por Taller,Ingresos por Taller,1,
4.01.04.01,Ingresos por Taller,Ingresos por Taller,1,taller
4.02,Ingresos no operativos,Ingresos no operativos,1,
4.02.01,Otros Ingresos,Otros Ingresos,1,
4.02.01.01,Otros Ingresos,Otros Ingresos,1,
5.01,Costos de venta,Costos de venta,-1,
5.01.01,Costos de venta por mercancia,Costos de venta por mercancia,-1,
5.01.01.01,Costos de venta por mercancia,Costos de venta por mercancia,-1,mercancia
5.01.02,Costos de venta por servicios,Costos de venta por servicios,-1,
5.01.02.01,Costos de venta por servicios,Costos de venta por servicios,-1,servicios
5.01.03,Costos de venta por eventos,Costos de venta por eventos,-1,
5.01.03.01,Costos de venta por eventos,Costos de venta por eventos,-1,eventos
6.01,Gastos operativos,Gastos operativos,-1,
6.01.01,Gastos de administración,Gastos de administración,-1,
6.01.01.01,Gastos de administración,Gastos de administración,-1,
6.01.01.02,Gastos de mantenimiento y reparacion,Gastos de mantenimiento y reparacion,-1,
6.01.01.03,Gastos de viáticos administrativos,Gastos de viáticos administrativos,-1,
6.01.01.04,Gastos de seguro,Gastos de seguro,-1,
6.01.01.05,"Gastos de impuestos, tasas y contribuciones","Gastos de impuestos, tasas y contribuciones",-1,
6.01.01.05.999,Gasto por otras tasas,Gasto por otras tasas,-1,
6.01.01.06,Gastos de depreciación,Gastos de depreciación,-1,
6.01.01.07,Gastos de deterioro,Gastos de deterioro,-1,
6.01.01.07.999,Gastos de deterioro por cuentas incobrables,Gastos de deterioro por cuentas incobrables,-1,
6.01.01.08,Gastos de amortización,Gastos de amortización,-1,
6.01.01.09,Gastos bancarios,Gastos bancarios,-1,
6.01.01.09.003,Gastos de intereses de mora,Gastos de intereses de mora,-1,
6.01.01.10,Gastos de intereses sobre préstamos,Gastos de intereses sobre préstamos,-1,
6.01.02,Gastos de recursos humanos,Gastos de recursos humanos,-1,
6.01.02.01,Gastos de sueldos y salarios,Gastos de sueldos y salarios,-1,
6.01.02.02,Gastos de pasivos laborales,Gastos de pasivos laborales,-1,
6.01.02.02.002,Gastos de bono vacacional directivos,Gastos de bono vacacional directivos,-1,
6.01.02.02.004,Gastos de complemento bono vacacional directivos,Gastos de complemento bono vacacional directivos,-1,
6.01.02.02.005,Gastos de utilidades empleados,Gastos de utilidades empleados,-1,
6.01.02.02.006,Gastos de utilidades directivos,Gastos de utilidades directivos,-1,
6.01.02.02.007,Gastos de complemento de utilidades empleados,Gastos de complemento de utilidades empleados,-1,
6.01.02.02.008,Gastos de complemento de utilidades directivos,Gastos de complemento de utilidades directivos,-1,
6.01.02.02.010,Gastos de prestaciones sociales directivos,Gastos de prestaciones sociales directivos,-1,
6.01.02.02.011,Gastos de complemento de prestaciones sociales empleados,Gastos de complemento de prestaciones sociales empleados,-1,
6.01.02.02.012,Gastos de complemento de prestaciones sociales directivos,Gastos de complemento de prestaciones sociales directivos,-1,
6.01.02.02.014,Gastos de intereses sobres prestaciones sociales directivos,Gastos de intereses sobres prestaciones sociales directivos,-1,
6.01.02.02.015,Gastos de complemento de intereses sobre prestaciones sociales empleados,Gastos de complemento de intereses sobre prestaciones sociales empleados,-1,
6.01.02.02.016,Gastos de complemento de intereses sobre prestaciones sociales directivos,Gastos de complemento de intereses sobre prestaciones sociales directivos,-1,
6.01.02.03,Gastos de seguridad y salud laboral,Gastos de seguridad y salud laboral,-1,
6.01.02.04,Otros gastos de personal,Otros gastos de personal,-1,
6.01.03,Gastos de comercialización y logística,Gastos de comercialización y logística,-1,
6.01.03.01,Gastos de viáticos comerciales,Gastos de viáticos comerciales,-1,
6.01.03.02,Gastos no asociados al costo,Gastos no asociados al costo,-1,
6.01.03.03,Gastos de comisiones por ventas,Gastos de comisiones por ventas,-1,
6.01.03.04,Gastos por combustible,Gastos por combustible,-1,
6.01.03.05,Gastos de representación,Gastos de representación,-1,
6.01.03.06,Gastos de garantías,Gastos de garantías,-1,
6.01.03.07,Gastos de Suscripciones,Gastos de Suscripciones,-1,
6.01.03.08,Gastos de Stand y/o ferias comerciales,Gastos de Stand y/o ferias comerciales,-1,
6.01.03.08.001,Gastos de alquiler Stand y/o ferias comerciales,Gastos de alquiler Stand y/o ferias comerciales,-1,
6.01.03.08.002,Gastos de pasajes Stand y/o ferias comerciales,Gastos de pasajes Stand y/o ferias comerciales,-1,
6.01.03.08.003,Gastos de viáticos comida Stand y/o ferias comerciales,Gastos de viáticos comida Stand y/o ferias comerciales,-1,
6.01.03.08.004,Gastos de viáticos hospedaje Stand y/o ferias comerciales,Gastos de viáticos hospedaje Stand y/o ferias comerciales,-1,
6.01.03.08.005,Gastos de viáticos transporte Stand y/o ferias comerciales,Gastos de viáticos transporte Stand y/o ferias comerciales,-1,
6.01.03.08.006,Gastos de otros viáticos Stand y/o ferias comerciales,Gastos de otros viáticos Stand y/o ferias comerciales,-1,
6.01.03.08.007,Gastos de publicidad Stand y/o ferias comerciales,Gastos de publicidad Stand y/o ferias comerciales,-1,
6.01.03.08.008,"Gastos de premiaciones, donaciones Stand y/o ferias comerciales","Gastos de premiaciones, donaciones Stand y/o ferias comerciales",-1,
6.01.04,Gastos de mercadeo,Gastos de mercadeo,-1,
6.01.04.01,Gastos de publicidad y promoción,Gastos de publicidad y promoción,-1,
6.01.04.02,Gastos de patrocinio y donación,Gastos de patrocinio y donación,-1,
6.01.04.02.001,"Gastos de patrocinio, donación y/o obsequios en efectivo","Gastos de patrocinio, donación y/o obsequios en efectivo",-1,
6.01.04.02.002,"Gastos de patrocinio, donación y/o obsequios en productos","Gastos de patrocinio, donación y/o obsequios en productos",-1,
6.01.04.03,Gastos de eventos,Gastos de eventos,-1,
6.01.04.03.001,Gastos de viáticos por eventos,Gastos de viáticos por eventos,-1,
6.01.04.03.002,Gastos de materiales y servicios por eventos,Gastos de materiales y servicios por eventos,-1,
6.01.04.03.004,Gastos de personal por eventos,Gastos de personal por eventos,-1,
6.01.04.03.005,"Gastos de patrocinio, donación y/o obsequios por eventos","Gastos de patrocinio, donación y/o obsequios por eventos",-1,
6.01.05,Gastos de TI+I,Gastos de TI+I,-1,
6.01.05.01,Gastos página web,Gastos página web,-1,
6.01.05.02,Gastos de desarrollo,Gastos de desarrollo,-1,
6.01.05.02.001,Gastos de software tecnológico,Gastos de software tecnológico,-1,
6.02,Gastos no operativos,Gastos no operativos,-1,
6.02.01,Otros Gastos,Otros Gastos,-1,
6.02.01.01,Otros Gastos,Otros Gastos,-1,
